id,target
1022,white
1023,white
1024,white
1025,black
1026,white
1027,white
1028,white
1029,white
1030,white
1031,black
1032,white
1033,black
1034,white
1035,white
1036,white
1037,white
1038,black
1039,white
1040,black
1041,white
1042,black
1043,white
1044,black
1045,white
1046,black
1047,white
1048,black
1049,white
1050,black
1051,white
1052,black
1053,white
1054,black
1055,white
1056,black
1057,white
1058,black
1059,white
1060,black
1061,white
1062,black
1063,white
1064,black
1065,white
1066,black
1067,white
1068,black
1069,white
1070,black
1071,white
1072,black
1073,white
1074,black
1075,white
1076,black
1077,black
1078,white
1079,black
1080,white
1081,white
1082,white
1083,white
1084,white
1085,white
1086,white
1087,white
1088,white
1089,white
1090,white
1091,white
1092,black
1093,white
1094,white
1095,white
1096,white
1097,white
1098,white
1099,black
1100,white
1101,white
1102,white
1103,black
1104,white
1105,black
1106,white
1107,black
1108,white
1109,black
1110,white
1111,black
1112,white
1113,black
1114,white
1115,black
1116,white
1117,black
1118,white
1119,black
1120,white
1121,black
1122,white
1123,black
1124,white
1125,black
1126,white
1127,black
1128,white
1129,black
1130,white
1131,black
1132,white
1133,black
1134,white
1135,black
1136,white
1137,white
1138,black
1139,white
1140,white
1141,white
1142,white
1143,white
1144,white
1145,white
1146,white
1147,white
1148,white
1149,white
1150,white
1151,white
1152,white
1153,white
1154,white
1155,white
1156,white
1157,white
1158,white
1159,white
1160,white
1161,white
1162,white
1163,white
1164,black
1165,white
1166,black
1167,white
1168,white
1169,white
1170,black
1171,white
1172,black
1173,white
1174,black
1175,white
1176,black
1177,white
1178,black
1179,white
1180,black
1181,white
1182,black
1183,white
1184,black
1185,white
1186,black
1187,white
1188,black
1189,white
1190,black
1191,white
1192,black
1193,white
1194,black
1195,white
1196,black
1197,black
1198,white
1199,black
1200,white
1201,white
1202,white
1203,white
1204,white
1205,white
1206,white
1207,white
1208,white
1209,white
1210,white
1211,white
1212,white
1213,white
1214,white
1215,white
1216,white
1217,white
1218,white
1219,white
1220,white
1221,white
1222,white
1223,white
1224,white
1225,white
1226,white
1227,black
1228,white
1229,white
1230,white
1231,white
1232,white
1233,black
1234,white
1235,black
1236,white
1237,white
1238,white
1239,black
1240,white
1241,black
1242,white
1243,black
1244,white
1245,black
1246,white
1247,black
1248,white
1249,black
1250,white
1251,black
1252,white
1253,black
1254,white
1255,black
1256,white
1257,white
1258,black
1259,white
1260,white
1261,white
1262,white
1263,white
1264,white
1265,white
1266,white
1267,white
1268,white
1269,white
1270,white
1271,white
1272,white
1273,black
1274,white
1275,white
1276,white
1277,white
1278,white
1279,white
1280,white
1281,white
1282,white
1283,white
1284,white
1285,white
1286,black
1287,white
1288,black
1289,white
1290,white
1291,white
1292,black
1293,white
1294,black
1295,white
1296,black
1297,white
1298,black
1299,white
1300,black
1301,white
1302,black
1303,white
1304,black
1305,white
1306,black
1307,white
1308,black
1309,white
1310,black
1311,white
1312,black
1313,white
1314,black
1315,white
1316,black
1317,black
1318,white
1319,black
1320,white
1321,white
1322,white
1323,white
1324,white
1325,white
1326,black
1327,white
1328,white
1329,white
1330,white
1331,white
1332,white
1333,white
1334,black
1335,white
1336,white
1337,white
1338,white
1339,white
1340,black
1341,white
1342,white
1343,white
1344,white
1345,black
1346,white
1347,black
1348,white
1349,black
1350,white
1351,black
1352,black
1353,black
1354,white
1355,black
1356,white
1357,black
1358,white
1359,black
1360,white
1361,black
1362,white
1363,black
1364,white
1365,black
1366,white
1367,black
1368,white
1369,black
1370,white
1371,black
1372,white
1373,black
1374,white
1375,black
1376,white
1377,white
1378,black
1379,white
1380,white
1381,white
1382,white
1383,white
1384,white
1385,white
1386,white
1387,white
1388,white
1389,white
1390,white
1391,white
1392,white
1393,black
1394,white
1395,white
1396,white
1397,white
1398,white
1399,black
1400,black
1401,black
1402,white
1403,white
1404,black
1405,black
1406,black
1407,white
1408,black
1409,white
1410,black
1411,white
1412,black
1413,white
1414,black
1415,white
1416,black
1417,white
1418,black
1419,white
1420,black
1421,white
1422,black
1423,white
1424,black
1425,white
1426,black
1427,white
1428,black
1429,white
1430,black
1431,white
1432,black
1433,white
1434,black
1435,white
1436,black
1437,black
1438,white
1439,black
1440,white
1441,white
1442,white
1443,white
1444,white
1445,white
1446,white
1447,white
1448,white
1449,white
1450,white
1451,white
1452,black
1453,white
1454,white
1455,white
1456,white
1457,white
1458,black
1459,white
1460,black
1461,white
1462,white
1463,white
1464,white
1465,black
1466,black
1467,black
1468,white
1469,black
1470,white
1471,black
1472,white
1473,black
1474,white
1475,black
1476,white
1477,black
1478,white
1479,black
1480,white
1481,black
1482,white
1483,black
1484,white
1485,black
1486,white
1487,black
1488,white
1489,black
1490,white
1491,black
1492,white
1493,black
1494,white
1495,black
1496,white
1497,white
1498,black
1499,white
1500,white
1501,white
1502,white
1503,white
1504,white
1505,white
1506,white
1507,white
1508,white
1509,white
1510,white
1511,white
1512,white
1513,white
1514,white
1515,white
1516,white
1517,white
1518,white
1519,black
1520,white
1521,white
1522,white
1523,white
1524,white
1525,white
1526,black
1527,white
1528,white
1529,white
1530,black
1531,white
1532,black
1533,white
1534,black
1535,white
1536,black
1537,white
1538,black
1539,white
1540,black
1541,white
1542,black
1543,white
1544,black
1545,white
1546,black
1547,white
1548,black
1549,white
1550,black
1551,white
1552,black
1553,white
1554,black
1555,white
1556,black
1557,black
1558,white
1559,black
1560,white
1561,white
1562,white
1563,white
1564,white
1565,white
1566,white
1567,white
1568,white
1569,white
1570,white
1571,white
1572,white
1573,white
1574,white
1575,white
1576,white
1577,white
1578,white
1579,white
1580,white
1581,white
1582,white
1583,white
1584,white
1585,white
1586,white
1587,white
1588,white
1589,white
1590,white
1591,black
1592,white
1593,black
1594,white
1595,white
1596,white
1597,black
1598,white
1599,black
1600,white
1601,black
1602,white
1603,black
1604,white
1605,black
1606,white
1607,black
1608,white
1609,black
1610,white
1611,black
1612,white
1613,black
1614,white
1615,black
1616,white
1617,white
1618,black
1619,white
1620,white
1621,white
1622,white
1623,white
1624,white
1625,white
1626,white
1627,white
1628,white
1629,white
1630,white
1631,white
1632,white
1633,white
1634,white
1635,white
1636,white
1637,white
1638,white
1639,white
1640,white
1641,white
1642,white
1643,white
1644,white
1645,white
1646,white
1647,white
1648,white
1649,white
1650,white
1651,white
1652,white
1653,white
1654,black
1655,white
1656,white
1657,white
1658,white
1659,white
1660,black
1661,white
1662,black
1663,white
1664,white
1665,white
1666,black
1667,white
1668,black
1669,white
1670,black
1671,white
1672,black
1673,white
1674,black
1675,white
1676,black
1677,black
1678,white
1679,black
1680,white
1681,white
1682,white
1683,white
1684,white
1685,white
1686,white
1687,white
1688,white
1689,white
1690,white
1691,white
1692,white
1693,white
1694,white
1695,white
1696,white
1697,white
1698,white
1699,white
1700,black
1701,white
1702,white
1703,white
1704,white
1705,white
1706,white
1707,white
1708,white
1709,white
1710,white
1711,white
1712,black
1713,black
1714,white
1715,black
1716,white
1717,white
1718,white
1719,black
1720,white
1721,black
1722,white
1723,black
1724,white
1725,black
1726,white
1727,black
1728,white
1729,black
1730,white
1731,black
1732,white
1733,black
1734,white
1735,black
1736,white
1737,white
1738,black
1739,white
1740,white
1741,white
1742,white
1743,white
1744,white
1745,white
1746,white
1747,white
1748,white
1749,white
1750,white
1751,white
1752,white
1753,black
1754,white
1755,white
1756,white
1757,white
1758,white
1759,white
1760,black
1761,black
1762,white
1763,white
1764,white
1765,white
1766,black
1767,black
1768,white
1769,white
1770,white
1771,black
1772,black
1773,white
1774,black
1775,white
1776,black
1777,white
1778,black
1779,black
1780,black
1781,white
1782,black
1783,white
1784,black
1785,white
1786,black
1787,white
1788,black
1789,white
1790,black
1791,white
1792,black
1793,white
1794,black
1795,white
1796,black
1797,black
1798,white
1799,black
1800,white
1801,white
1802,white
1803,white
1804,white
1805,white
1806,white
1807,white
1808,white
1809,white
1810,white
1811,white
1812,white
1813,black
1814,white
1815,white
1816,white
1817,white
1818,white
1819,black
1820,black
1821,black
1822,white
1823,white
1824,white
1825,black
1826,black
1827,black
1828,black
1829,white
1830,white
1831,black
1832,black
1833,black
1834,white
1835,black
1836,white
1837,black
1838,white
1839,black
1840,white
1841,black
1842,white
1843,black
1844,white
1845,black
1846,white
1847,black
1848,white
1849,black
1850,white
1851,black
1852,white
1853,black
1854,white
1855,black
1856,white
1857,white
1858,black
1859,white
1860,white
1861,white
1862,white
1863,white
1864,white
1865,white
1866,white
1867,white
1868,white
1869,white
1870,white
1871,white
1872,white
1873,white
1874,white
1875,white
1876,white
1877,white
1878,white
1879,black
1880,black
1881,white
1882,white
1883,white
1884,white
1885,black
1886,black
1887,black
1888,black
1889,white
1890,white
1891,white
1892,black
1893,black
1894,black
1895,white
1896,black
1897,white
1898,black
1899,white
1900,black
1901,white
1902,black
1903,white
1904,black
1905,white
1906,black
1907,white
1908,black
1909,white
1910,black
1911,white
1912,black
1913,white
1914,black
1915,white
1916,black
1917,black
1918,white
1919,black
1920,white
1921,white
1922,white
1923,white
1924,white
1925,white
1926,white
1927,white
1928,white
1929,white
1930,white
1931,white
1932,white
1933,white
1934,white
1935,white
1936,white
1937,white
1938,white
1939,white
1940,white
1941,white
1942,white
1943,white
1944,white
1945,white
1946,black
1947,black
1948,white
1949,white
1950,white
1951,white
1952,white
1953,black
1954,white
1955,white
1956,white
1957,black
1958,white
1959,black
1960,white
1961,black
1962,white
1963,black
1964,white
1965,black
1966,white
1967,black
1968,white
1969,black
1970,white
1971,black
1972,white
1973,black
1974,white
1975,black
1976,white
1977,white
1978,black
1979,white
1980,white
1981,white
1982,white
1983,white
1984,white
1985,white
1986,white
1987,white
1988,white
1989,white
1990,white
1991,white
1992,white
1993,white
1994,white
1995,white
1996,white
1997,white
1998,white
1999,white
2000,white
2001,white
2002,white
2003,white
2004,white
2005,white
2006,white
2007,white
2008,white
2009,white
2010,white
2011,white
2012,white
2013,white
2014,white
2015,white
2016,white
2017,white
2018,black
2019,white
2020,black
2021,white
2022,white
2023,white
2024,black
2025,white
2026,black
2027,white
2028,black
2029,white
2030,black
2031,white
2032,black
2033,white
2034,black
2035,white
2036,black
2037,black
2038,white
2039,black
2040,white
2041,white
2042,white
2043,white
2044,white
2045,white
2046,white
2047,white
2048,white
2049,white
2050,white
2051,white
2052,white
2053,white
2054,white
2055,white
2056,white
2057,white
2058,white
2059,white
2060,white
2061,white
2062,white
2063,white
2064,white
2065,white
2066,white
2067,white
2068,white
2069,white
2070,white
2071,white
2072,white
2073,black
2074,white
2075,white
2076,white
2077,white
2078,white
2079,black
2080,white
2081,black
2082,white
2083,white
2084,white
2085,black
2086,white
2087,black
2088,white
2089,black
2090,white
2091,black
2092,white
2093,black
2094,white
2095,black
2096,white
2097,white
2098,black
2099,white
2100,white
2101,white
2102,white
2103,white
2104,white
2105,white
2106,white
2107,white
2108,white
2109,white
2110,white
2111,white
2112,white
2113,white
2114,white
2115,white
2116,white
2117,white
2118,white
2119,white
2120,black
2121,white
2122,white
2123,white
2124,white
2125,white
2126,black
2127,black
2128,white
2129,white
2130,white
2131,white
2132,black
2133,black
2134,white
2135,white
2136,white
2137,white
2138,black
2139,black
2140,black
2141,white
2142,black
2143,white
2144,black
2145,white
2146,black
2147,white
2148,black
2149,white
2150,black
2151,white
2152,black
2153,white
2154,black
2155,white
2156,black
2157,black
2158,white
2159,black
2160,white
2161,white
2162,white
2163,white
2164,white
2165,white
2166,white
2167,white
2168,white
2169,white
2170,white
2171,white
2172,white
2173,black
2174,white
2175,white
2176,white
2177,white
2178,white
2179,black
2180,black
2181,black
2182,white
2183,white
2184,white
2185,black
2186,black
2187,black
2188,black
2189,white
2190,white
2191,black
2192,black
2193,black
2194,black
2195,white
2196,white
2197,black
2198,black
2199,black
2200,white
2201,black
2202,white
2203,black
2204,white
2205,black
2206,black
2207,black
2208,white
2209,black
2210,white
2211,black
2212,white
2213,black
2214,white
2215,black
2216,white
2217,white
2218,black
2219,black
2220,white
2221,white
2222,white
2223,white
2224,white
2225,white
2226,black
2227,white
2228,white
2229,white
2230,white
2231,white
2232,black
2233,black
2234,black
2235,white
2236,white
2237,white
2238,black
2239,black
2240,black
2241,black
2242,black
2243,white
2244,black
2245,black
2246,black
2247,black
2248,black
2249,black
2250,white
2251,black
2252,black
2253,black
2254,black
2255,black
2256,white
2257,white
2258,black
2259,black
2260,black
2261,white
2262,black
2263,white
2264,black
2265,white
2266,black
2267,white
2268,black
2269,white
2270,black
2271,white
2272,black
2273,white
2274,black
2275,white
2276,black
2277,black
2278,white
2279,black
2280,white
2281,white
2282,white
2283,white
2284,white
2285,white
2286,white
2287,white
2288,white
2289,white
2290,white
2291,white
2292,white
2293,black
2294,white
2295,white
2296,white
2297,white
2298,white
2299,black
2300,black
2301,black
2302,white
2303,white
2304,white
2305,black
2306,black
2307,black
2308,black
2309,black
2310,white
2311,white
2312,black
2313,black
2314,black
2315,black
2316,black
2317,white
2318,white
2319,black
2320,black
2321,black
2322,white
2323,black
2324,white
2325,black
2326,white
2327,black
2328,white
2329,black
2330,white
2331,black
2332,white
2333,black
2334,black
2335,black
2336,white
2337,white
2338,black
2339,white
2340,white
2341,white
2342,white
2343,white
2344,white
2345,white
2346,white
2347,white
2348,white
2349,white
2350,white
2351,white
2352,white
2353,white
2354,white
2355,white
2356,white
2357,white
2358,white
2359,white
2360,black
2361,white
2362,white
2363,white
2364,white
2365,white
2366,black
2367,black
2368,black
2369,white
2370,white
2371,white
2372,white
2373,black
2374,black
2375,black
2376,white
2377,white
2378,white
2379,white
2380,black
2381,white
2382,black
2383,white
2384,black
2385,white
2386,black
2387,white
2388,black
2389,white
2390,black
2391,white
2392,black
2393,white
2394,black
2395,white
2396,black
2397,black
2398,white
2399,black
2400,white
2401,white
2402,white
2403,white
2404,white
2405,white
2406,white
2407,white
2408,white
2409,white
2410,white
2411,white
2412,white
2413,white
2414,white
2415,white
2416,white
2417,white
2418,white
2419,white
2420,white
2421,white
2422,white
2423,white
2424,white
2425,white
2426,white
2427,black
2428,white
2429,white
2430,white
2431,white
2432,white
2433,white
2434,black
2435,white
2436,white
2437,white
2438,white
2439,white
2440,white
2441,black
2442,white
2443,white
2444,white
2445,black
2446,white
2447,black
2448,white
2449,black
2450,white
2451,black
2452,white
2453,black
2454,white
2455,black
2456,white
2457,white
2458,black
2459,white
2460,white
2461,white
2462,white
2463,white
2464,white
2465,white
2466,white
2467,white
2468,white
2469,white
2470,white
2471,white
2472,white
2473,white
2474,white
2475,white
2476,white
2477,white
2478,white
2479,white
2480,black
2481,white
2482,white
2483,white
2484,white
2485,white
2486,black
2487,black
2488,white
2489,white
2490,white
2491,white
2492,black
2493,black
2494,white
2495,black
2496,white
2497,white
2498,white
2499,black
2500,black
2501,white
2502,black
2503,white
2504,black
2505,white
2506,black
2507,white
2508,black
2509,white
2510,black
2511,white
2512,black
2513,white
2514,black
2515,white
2516,black
2517,black
2518,white
2519,black
2520,white
2521,white
2522,white
2523,white
2524,white
2525,white
2526,white
2527,white
2528,white
2529,white
2530,white
2531,white
2532,white
2533,black
2534,white
2535,white
2536,white
2537,white
2538,white
2539,black
2540,black
2541,black
2542,white
2543,white
2544,white
2545,black
2546,black
2547,black
2548,black
2549,white
2550,white
2551,black
2552,black
2553,black
2554,black
2555,white
2556,black
2557,white
2558,black
2559,black
2560,black
2561,white
2562,white
2563,black
2564,white
2565,black
2566,black
2567,black
2568,white
2569,black
2570,white
2571,black
2572,white
2573,black
2574,white
2575,black
2576,white
2577,white
2578,black
2579,black
2580,white
2581,white
2582,white
2583,white
2584,white
2585,white
2586,black
2587,white
2588,white
2589,white
2590,white
2591,white
2592,black
2593,black
2594,black
2595,white
2596,white
2597,white
2598,black
2599,black
2600,black
2601,black
2602,black
2603,white
2604,black
2605,black
2606,black
2607,black
2608,black
2609,black
2610,black
2611,black
2612,black
2613,black
2614,black
2615,black
2616,white
2617,black
2618,black
2619,black
2620,black
2621,black
2622,white
2623,white
2624,black
2625,black
2626,black
2627,white
2628,black
2629,white
2630,black
2631,white
2632,black
2633,black
2634,black
2635,white
2636,black
2637,black
2638,black
2639,black
2640,black
2641,white
2642,white
2643,white
2644,white
2645,black
2646,black
2647,black
2648,white
2649,white
2650,white
2651,black
2652,black
2653,black
2654,black
2655,black
2656,white
2657,black
2658,black
2659,black
2660,black
2661,black
2662,black
2663,black
2664,black
2665,black
2666,black
2667,black
2668,black
2669,black
2670,black
2671,black
2672,black
2673,black
2674,black
2675,black
2676,black
2677,white
2678,black
2679,black
2680,black
2681,black
2682,black
2683,white
2684,white
2685,black
2686,black
2687,black
2688,white
2689,black
2690,white
2691,black
2692,white
2693,black
2694,black
2695,black
2696,white
2697,white
2698,black
2699,black
2700,white
2701,white
2702,white
2703,white
2704,white
2705,white
2706,black
2707,white
2708,white
2709,white
2710,white
2711,white
2712,black
2713,black
2714,black
2715,white
2716,white
2717,white
2718,black
2719,black
2720,black
2721,black
2722,black
2723,white
2724,black
2725,black
2726,black
2727,black
2728,black
2729,black
2730,black
2731,black
2732,black
2733,black
2734,black
2735,black
2736,black
2737,black
2738,white
2739,black
2740,black
2741,black
2742,black
2743,black
2744,white
2745,white
2746,black
2747,black
2748,black
2749,white
2750,black
2751,white
2752,black
2753,white
2754,black
2755,black
2756,black
2757,black
2758,white
2759,black
2760,white
2761,white
2762,white
2763,white
2764,white
2765,white
2766,white
2767,white
2768,white
2769,white
2770,white
2771,white
2772,white
2773,black
2774,white
2775,white
2776,white
2777,white
2778,white
2779,black
2780,black
2781,black
2782,white
2783,white
2784,white
2785,black
2786,black
2787,black
2788,black
2789,black
2790,white
2791,white
2792,black
2793,black
2794,black
2795,black
2796,black
2797,white
2798,black
2799,white
2800,black
2801,black
2802,black
2803,white
2804,black
2805,white
2806,white
2807,black
2808,white
2809,black
2810,white
2811,black
2812,white
2813,black
2814,black
2815,black
2816,white
2817,white
2818,black
2819,white
2820,white
2821,white
2822,white
2823,white
2824,white
2825,white
2826,white
2827,white
2828,white
2829,white
2830,white
2831,white
2832,white
2833,white
2834,white
2835,white
2836,white
2837,white
2838,white
2839,white
2840,black
2841,white
2842,white
2843,white
2844,white
2845,white
2846,black
2847,black
2848,black
2849,white
2850,white
2851,white
2852,white
2853,black
2854,black
2855,black
2856,white
2857,white
2858,white
2859,black
2860,white
2861,black
2862,white
2863,black
2864,white
2865,black
2866,white
2867,white
2868,black
2869,white
2870,black
2871,white
2872,black
2873,white
2874,black
2875,white
2876,black
2877,black
2878,white
2879,black
2880,white
2881,white
2882,white
2883,white
2884,white
2885,white
2886,white
2887,white
2888,white
2889,white
2890,white
2891,white
2892,white
2893,black
2894,white
2895,white
2896,white
2897,white
2898,white
2899,black
2900,black
2901,black
2902,white
2903,white
2904,white
2905,black
2906,black
2907,black
2908,black
2909,white
2910,white
2911,black
2912,black
2913,black
2914,black
2915,white
2916,black
2917,white
2918,black
2919,black
2920,black
2921,white
2922,black
2923,white
2924,black
2925,white
2926,black
2927,black
2928,white
2929,black
2930,white
2931,black
2932,white
2933,black
2934,white
2935,black
2936,white
2937,white
2938,black
2939,black
2940,white
2941,white
2942,white
2943,white
2944,white
2945,white
2946,black
2947,white
2948,white
2949,white
2950,white
2951,white
2952,black
2953,black
2954,black
2955,white
2956,white
2957,white
2958,black
2959,black
2960,black
2961,black
2962,black
2963,white
2964,black
2965,black
2966,black
2967,black
2968,black
2969,black
2970,black
2971,black
2972,black
2973,black
2974,black
2975,black
2976,white
2977,black
2978,black
2979,black
2980,black
2981,black
2982,white
2983,black
2984,white
2985,black
2986,black
2987,black
2988,white
2989,white
2990,black
2991,white
2992,black
2993,black
2994,black
2995,white
2996,black
2997,black
